ID1,HHID,QHCLUSTER,QHNUMBER,QHHOME,PS102_1A,PS102_1M,PS102_1S,PS4,HVIDX
2024,      327406501,3274,65,1,0,5,1,1,2
2024,      327406501,3274,65,1,4,5,2,2,4
2024,      327406601,3274,66,1,4,5,2,1,5
2024,      327410301,3274,103,1,2,5,2,1,5
2024,      327410501,3274,105,1,2,5,2,1,4
2024,      328307501,3283,75,1,0,1,2,1,3
2024,      328501101,3285,11,1,0,11,2,1,4
2024,      328507401,3285,74,1,4,2,2,1,2
2024,      328605201,3286,52,1,1,6,2,1,5
2024,      328606701,3286,67,1,2,11,2,1,2
2024,      328607501,3286,75,1,4,6,2,1,5
2024,      328707401,3287,74,1,1,3,2,1,3
2024,      328712001,3287,120,1,3,2,2,1,1
2024,      328712101,3287,121,1,1,2,2,1,1
2024,      328712401,3287,124,1,1,3,1,1,1
2024,      328712401,3287,124,1,3,2,2,2,4
2024,      328800601,3288,6,1,0,4,2,1,2
2024,      328801701,3288,17,1,1,0,2,1,3
2024,      328805101,3288,51,1,0,2,2,1,7
2024,      328806701,3288,67,1,3,3,1,1,3
2024,      328806701,3288,67,1,0,6,2,2,4
2024,      328806901,3288,69,1,3,0,2,1,3
2024,      328807001,3288,70,1,0,4,2,1,2
2024,      328900601,3289,6,1,2,5,2,1,4
2024,      328900901,3289,9,1,2,11,2,1,3
2024,      328905501,3289,55,1,0,5,2,1,3
2024,      328909801,3289,98,1,2,4,2,1,5
2024,      328909901,3289,99,1,1,5,2,1,4
2024,      328910201,3289,102,1,1,0,2,1,4
2024,      329000101,3290,1,1,4,10,2,1,5
2024,      329000301,3290,3,1,2,7,2,1,5
2024,      329000401,3290,4,1,3,0,2,1,5
2024,      329005101,3290,51,1,2,10,1,1,5
2024,      329005101,3290,51,1,1,4,2,2,6
2024,      329005401,3290,54,1,3,10,2,1,4
2024,      329005501,3290,55,1,1,0,2,1,6
2024,      329007301,3290,73,1,4,3,2,1,7
2024,      329007701,3290,77,1,1,0,2,1,5
2024,      329103601,3291,36,1,2,4,2,1,4
2024,      329108801,3291,88,1,0,1,2,1,5
2024,      329109301,3291,93,1,0,9,2,1,3
2024,      329109901,3291,99,1,1,4,2,1,5
2024,      329200701,3292,7,1,5,6,2,1,3
2024,      329200801,3292,8,1,4,3,2,1,4
2024,      329201901,3292,19,1,1,0,2,1,4
2024,      329202201,3292,22,1,3,8,2,1,4
2024,      329202801,3292,28,1,3,5,2,1,5
2024,      329204401,3292,44,1,1,0,2,1,3
2024,      329205301,3292,53,1,5,4,1,1,4
2024,      329205301,3292,53,1,1,3,2,2,5
2024,      329206201,3292,62,1,0,6,2,1,5
2024,      329701601,3297,16,1,0,3,2,1,2
2024,      329703701,3297,37,1,3,5,2,1,3
2024,      329810701,3298,107,1,1,3,2,1,3
2024,      329908601,3299,86,1,3,1,2,1,6
2024,      329908801,3299,88,1,1,0,2,1,3
2024,      329909601,3299,96,1,1,1,2,1,2
2024,      329913901,3299,139,1,1,1,1,1,3
2024,      329913901,3299,139,1,0,1,2,2,4
2024,      329914401,3299,144,1,3,4,2,1,3
2024,      330002201,3300,22,1,0,10,2,1,5
2024,      330002701,3300,27,1,6,0,1,1,3
2024,      330002701,3300,27,1,1,0,2,2,4
2024,      330003501,3300,35,1,1,0,2,1,3
2024,      330004101,3300,41,1,1,1,2,1,5
2024,      330008301,3300,83,1,0,2,2,1,5
2024,      330009301,3300,93,1,0,2,2,1,2
2024,      330010401,3300,104,1,0,1,2,1,4
2024,      330107701,3301,77,1,0,6,2,1,3
2024,      330107801,3301,78,1,1,2,2,1,7
2024,      330107901,3301,79,1,3,0,2,1,4
2024,      330109701,3301,97,1,1,3,2,1,4
2024,      330110001,3301,100,1,3,8,1,1,3
2024,      330110001,3301,100,1,0,7,2,2,4
2024,      330115301,3301,153,1,4,0,2,1,5
2024,      330115401,3301,154,1,5,2,1,1,3
2024,      330115401,3301,154,1,4,2,2,2,4
2024,      330201001,3302,10,1,2,5,1,1,3
2024,      330201001,3302,10,1,1,0,2,2,4
2024,      330203201,3302,32,1,2,0,2,1,4
2024,      330207101,3302,71,1,1,3,2,1,4
2024,      330317001,3303,170,1,4,0,2,1,4
2024,      330317401,3303,174,1,5,6,2,1,4
2024,      330401801,3304,18,1,4,0,2,1,5
2024,      330402201,3304,22,1,1,1,2,1,3
2024,      330403001,3304,30,1,0,1,2,1,4
2024,      330404201,3304,42,1,1,0,2,1,7
2024,      330409601,3304,96,1,0,5,2,1,5
2024,      330409801,3304,98,1,0,5,2,1,2
2024,      330409901,3304,99,1,3,3,2,1,4
2024,      330518501,3305,185,1,1,0,2,1,3
2024,      330600501,3306,5,1,4,0,2,1,1
2024,      330604001,3306,40,1,1,0,2,1,1
2024,      330604201,3306,42,1,10,8,2,1,1
2024,      330604801,3306,48,1,2,0,2,1,5
2024,      330703401,3307,34,1,1,0,2,1,1
2024,      330705801,3307,58,1,0,8,1,1,6
2024,      330705801,3307,58,1,0,5,2,2,9
2024,      330706101,3307,61,1,2,0,2,1,1
2024,      330707501,3307,75,1,2,0,2,1,2
2024,      330707701,3307,77,1,6,6,2,1,4
2024,      330801601,3308,16,1,0,2,2,1,1
2024,      330802501,3308,25,1,1,2,2,1,2
2024,      330804901,3308,49,1,2,0,2,1,1
2024,      330805401,3308,54,1,1,6,2,1,1
2024,      330805601,3308,56,1,0,1,2,1,1
2024,      330805901,3308,59,1,1,0,2,1,2
2024,      330900401,3309,4,1,3,3,2,1,4
2024,      330900901,3309,9,1,1,5,2,1,2
2024,      330901601,3309,16,1,0,8,2,1,3
2024,      330904701,3309,47,1,2,0,2,1,3
2024,      330906401,3309,64,1,1,8,2,1,2
2024,      330906901,3309,69,1,1,11,2,1,5
2024,      330909801,3309,98,1,0,6,1,1,1
2024,      330909801,3309,98,1,1,11,1,2,2
2024,      330909801,3309,98,1,1,0,2,3,4
2024,      330911001,3309,110,1,0,7,2,1,5
2024,      330911501,3309,115,1,4,6,2,1,2
2024,      331000601,3310,6,1,7,6,1,1,5
2024,      331000601,3310,6,1,3,1,2,2,6
2024,      331000801,3310,8,1,1,3,1,1,3
2024,      331000801,3310,8,1,0,4,1,2,4
2024,      331000801,3310,8,1,0,4,2,3,5
2024,      331000901,3310,9,1,4,0,2,1,4
2024,      331001001,3310,10,1,6,4,2,1,2
2024,      331001801,3310,18,1,6,0,2,1,5
2024,      331101101,3311,11,1,0,4,1,1,3
2024,      331101101,3311,11,1,0,4,2,2,4
2024,      331101901,3311,19,1,1,3,2,1,4
2024,      331103201,3311,32,1,1,3,1,1,2
2024,      331103201,3311,32,1,1,3,2,2,3
2024,      331103401,3311,34,1,3,6,2,1,3
2024,      331107901,3311,79,1,0,3,2,1,3
2024,      331510102,3315,101,2,1,6,1,1,3
2024,      331510102,3315,101,2,1,0,2,2,4
2024,      331603501,3316,35,1,4,0,2,1,3
2024,      331607101,3316,71,1,1,0,2,1,1
2024,      331707501,3317,75,1,2,8,2,1,5
2024,      331709301,3317,93,1,0,8,2,1,5
2024,      331711701,3317,117,1,1,0,2,1,2
2024,      331713801,3317,138,1,1,2,2,1,4
2024,      331802501,3318,25,1,2,0,1,1,4
2024,      331802501,3318,25,1,2,0,2,2,5
2024,      331905701,3319,57,1,0,3,2,1,4
2024,      331909101,3319,91,1,1,4,2,1,4
2024,      331912501,3319,125,1,1,4,2,1,2
2024,      332000701,3320,7,1,0,1,2,1,3
2024,      332001401,3320,14,1,1,5,2,1,3
2024,      332200101,3322,1,1,3,1,1,1,4
2024,      332200101,3322,1,1,3,1,2,2,5
2024,      332202701,3322,27,1,1,0,1,1,4
2024,      332202701,3322,27,1,0,10,2,2,5
2024,      332207101,3322,71,1,1,0,2,1,6
2024,      332400901,3324,9,1,3,6,1,1,3
2024,      332400901,3324,9,1,2,3,2,2,4
2024,      332402601,3324,26,1,2,4,2,1,4
2024,      332403101,3324,31,1,4,5,2,1,5
2024,      332405001,3324,50,1,0,2,2,1,5
2024,      332406701,3324,67,1,3,1,2,1,6
2024,      332505201,3325,52,1,0,5,1,1,3
2024,      332505201,3325,52,1,0,5,2,2,4
2024,      332602101,3326,21,1,1,0,2,1,4
2024,      332602301,3326,23,1,1,0,2,1,4
2024,      332603301,3326,33,1,3,0,2,1,5
2024,      332604401,3326,44,1,2,9,2,1,3
2024,      332605901,3326,59,1,1,6,2,1,4
2024,      332707501,3327,75,1,0,4,1,1,3
2024,      332707501,3327,75,1,0,4,1,2,4
2024,      332707501,3327,75,1,0,4,2,3,5
2024,      332802401,3328,24,1,0,2,2,1,5
2024,      332808801,3328,88,1,0,6,2,1,4
2024,      332904801,3329,48,1,0,1,2,1,6
2024,      332906601,3329,66,1,1,0,2,1,5
2024,      333000901,3330,9,1,3,3,2,1,3
2024,      333003301,3330,33,1,2,4,1,1,3
2024,      333003301,3330,33,1,3,4,1,2,4
2024,      333003301,3330,33,1,1,4,2,3,5
2024,      333005001,3330,50,1,6,3,1,1,3
2024,      333005001,3330,50,1,9,3,2,2,4
2024,      333006301,3330,63,1,4,6,1,1,5
2024,      333006301,3330,63,1,0,9,2,2,6
2024,      333006601,3330,66,1,0,6,1,1,3
2024,      333006601,3330,66,1,4,3,2,2,4
2024,      333011001,3330,110,1,0,4,2,1,1
2024,      333202201,3332,22,1,0,6,2,1,3
2024,      333202801,3332,28,1,1,2,2,1,5
2024,      333207901,3332,79,1,0,6,2,1,3
2024,      333302301,3333,23,1,5,0,1,1,3
2024,      333302301,3333,23,1,1,0,2,2,4
2024,      333403701,3334,37,1,2,0,1,1,3
2024,      333403701,3334,37,1,6,0,2,2,4
2024,      333404601,3334,46,1,1,0,2,1,3
2024,      333408801,3334,88,1,1,0,2,1,4
2024,      333503601,3335,36,1,0,3,2,1,3
2024,      333507901,3335,79,1,1,0,2,1,3
2024,      333604101,3336,41,1,1,0,2,1,4
2024,      333703201,3337,32,1,3,0,2,1,3
2024,      334000601,3340,6,1,0,1,2,1,4
2024,      334100101,3341,1,1,1,0,2,1,6
2024,      334101701,3341,17,1,1,0,2,1,4
2024,      334103701,3341,37,1,1,0,2,1,5
2024,      334104801,3341,48,1,1,0,2,1,5
2024,      334107101,3341,71,1,1,0,2,1,3
2024,      334204401,3342,44,1,2,4,2,1,5
2024,      334205801,3342,58,1,2,7,2,1,3
2024,      334205901,3342,59,1,2,4,2,1,4
2024,      334300301,3343,3,1,2,5,2,1,2
2024,      334304001,3343,40,1,1,5,1,1,3
2024,      334304001,3343,40,1,1,5,2,2,4
2024,      334304601,3343,46,1,3,0,2,1,5
2024,      334305101,3343,51,1,2,0,2,1,5
2024,      334308601,3343,86,1,2,0,2,1,4
2024,      334400601,3344,6,1,1,0,1,1,3
2024,      334400601,3344,6,1,1,0,2,2,5
2024,      334404101,3344,41,1,1,0,2,1,3
2024,      334408001,3344,80,1,3,0,2,1,2
2024,      334500701,3345,7,1,2,0,2,1,4
2024,      334501801,3345,18,1,1,0,2,1,6
2024,      334502101,3345,21,1,4,0,1,1,4
2024,      334502101,3345,21,1,1,0,2,2,5
2024,      334503101,3345,31,1,1,0,2,1,4
2024,      334503301,3345,33,1,3,0,1,1,4
2024,      334503301,3345,33,1,1,0,2,2,5
2024,      334504401,3345,44,1,4,0,1,1,3
2024,      334504401,3345,44,1,1,0,2,2,4
2024,      334505601,3345,56,1,2,0,2,1,4
2024,      334506101,3345,61,1,1,0,1,1,3
2024,      334506101,3345,61,1,2,0,1,2,4
2024,      334506101,3345,61,1,1,0,2,3,6
2024,      334509201,3345,92,1,2,0,2,1,6
2024,      334601201,3346,12,1,2,0,2,1,4
2024,      334601301,3346,13,1,4,5,2,1,4
2024,      334607801,3346,78,1,0,6,2,1,2
2024,      334608101,3346,81,1,1,5,2,1,3
2024,      334608301,3346,83,1,0,5,2,1,5
2024,      334702301,3347,23,1,1,6,2,1,3
2024,      334702501,3347,25,1,0,3,2,1,5
2024,      334702601,3347,26,1,1,5,2,1,3
2024,      334703101,3347,31,1,1,4,2,1,5
2024,      334703201,3347,32,1,0,4,2,1,6
2024,      334703301,3347,33,1,0,2,2,1,6
2024,      334711301,3347,113,1,5,5,2,1,3
2024,      334711601,3347,116,1,0,3,1,1,6
2024,      334711601,3347,116,1,0,3,2,2,8
2024,      334711701,3347,117,1,2,5,2,1,4
2024,      334902101,3349,21,1,4,0,2,1,3
2024,      334902301,3349,23,1,3,0,1,1,4
2024,      334902301,3349,23,1,1,0,2,2,6
2024,      334902501,3349,25,1,1,0,2,1,8
2024,      334904501,3349,45,1,5,0,2,1,5
2024,      334904901,3349,49,1,2,0,2,1,3
2024,      335001801,3350,18,1,1,0,2,1,3
2024,      335002801,3350,28,1,2,0,2,1,3
2024,      335003001,3350,30,1,6,0,1,1,3
2024,      335003001,3350,30,1,7,0,2,2,4
2024,      335005001,3350,50,1,1,0,2,1,2
2024,      335006201,3350,62,1,4,0,1,1,3
2024,      335006201,3350,62,1,5,0,2,2,4
2024,      335101201,3351,12,1,5,4,2,1,2
2024,      335101301,3351,13,1,0,4,2,1,4
2024,      335105401,3351,54,1,1,0,1,1,3
2024,      335105401,3351,54,1,2,0,2,2,5
2024,      335106501,3351,65,1,3,0,1,1,5
2024,      335106501,3351,65,1,3,0,2,2,6
2024,      335107501,3351,75,1,1,0,2,1,3
2024,      335200401,3352,4,1,0,2,2,1,2
2024,      335200501,3352,5,1,1,0,2,1,6
2024,      335201301,3352,13,1,5,0,1,1,3
2024,      335201301,3352,13,1,2,0,2,2,4
2024,      335209001,3352,90,1,5,0,2,1,4
2024,      335306101,3353,61,1,1,0,2,1,7
2024,      335401601,3354,16,1,3,0,1,1,3
2024,      335401601,3354,16,1,0,1,2,2,4
2024,      335410901,3354,109,1,1,0,2,1,3
2024,      335508401,3355,84,1,0,3,2,1,4
2024,      335514801,3355,148,1,3,0,1,1,3
2024,      335514801,3355,148,1,0,2,2,2,4
2024,      335608201,3356,82,1,0,3,2,1,3
2024,      335713801,3357,138,1,2,0,2,1,5
2024,      335801701,3358,17,1,2,0,2,1,3
2024,      335806401,3358,64,1,1,0,2,1,3
2024,      335813701,3358,137,1,1,10,2,1,3
2024,      335904701,3359,47,1,4,6,2,1,4
2024,      336000101,3360,1,1,1,1,2,1,3
2024,      336000201,3360,2,1,5,0,2,1,2
2024,      336000401,3360,4,1,9,0,2,1,2
2024,      336002701,3360,27,1,3,6,2,1,7
2024,      336002901,3360,29,1,2,1,2,1,6
2024,      336003001,3360,30,1,5,0,2,1,6
2024,      336101701,3361,17,1,4,0,1,1,6
2024,      336101701,3361,17,1,0,6,2,2,7
2024,      336102501,3361,25,1,1,4,2,1,5
2024,      336200201,3362,2,1,9,6,2,1,4
2024,      336200501,3362,5,1,1,6,2,1,5
2024,      336212601,3362,126,1,10,0,1,1,3
2024,      336212601,3362,126,1,7,0,2,2,4
2024,      336212801,3362,128,1,0,4,2,1,4
2024,      336212901,3362,129,1,2,4,2,1,6
2024,      336213001,3362,130,1,8,0,2,1,3
2024,      336300601,3363,6,1,2,2,2,1,5
2024,      336301001,3363,10,1,4,4,2,1,3
2024,      336302101,3363,21,1,2,6,2,1,3
2024,      336302201,3363,22,1,8,4,2,1,5
2024,      336302401,3363,24,1,5,6,2,1,3
2024,      336304101,3363,41,1,2,4,2,1,4
2024,      336304201,3363,42,1,0,4,2,1,3
2024,      336304501,3363,45,1,1,0,2,1,4
2024,      336308501,3363,85,1,0,6,2,1,5
2024,      336308801,3363,88,1,1,4,2,1,4
2024,      336308901,3363,89,1,1,5,2,1,3
2024,      336405201,3364,52,1,0,4,2,1,3
2024,      336405601,3364,56,1,0,6,2,1,3
2024,      336406401,3364,64,1,2,11,2,1,3
2024,      336406501,3364,65,1,1,0,2,1,4
2024,      336406701,3364,67,1,3,8,2,1,5
2024,      336408301,3364,83,1,3,4,2,1,2
2024,      336408801,3364,88,1,1,0,2,1,2
2024,      336409101,3364,91,1,0,5,2,1,3
2024,      336500101,3365,1,1,0,5,2,1,5
2024,      336500201,3365,2,1,10,0,2,1,1
2024,      336500401,3365,4,1,5,0,1,1,3
2024,      336500401,3365,4,1,1,8,2,2,4
2024,      336500501,3365,5,1,2,6,2,1,4
2024,      336507901,3365,79,1,5,0,2,1,4
2024,      336508001,3365,80,1,0,8,2,1,5
2024,      336509501,3365,95,1,1,8,2,1,8
2024,      336509601,3365,96,1,1,0,2,1,1
2024,      336509701,3365,97,1,1,0,2,1,2
2024,      336600301,3366,3,1,4,6,2,1,4
2024,      336600801,3366,8,1,2,0,2,1,4
2024,      336606601,3366,66,1,4,0,1,1,4
2024,      336606601,3366,66,1,1,6,2,2,5
2024,      336606701,3366,67,1,2,3,2,1,5
2024,      336606801,3366,68,1,0,4,2,1,2
2024,      336608501,3366,85,1,1,3,2,1,4
2024,      336608601,3366,86,1,2,4,2,1,2
2024,      336708501,3367,85,1,0,9,2,1,4
2024,      336708601,3367,86,1,2,10,2,1,4
2024,      336710501,3367,105,1,0,2,2,1,4
2024,      336800601,3368,6,1,2,1,2,1,4
2024,      336801101,3368,11,1,2,6,2,1,4
2024,      336801401,3368,14,1,3,1,2,1,2
2024,      336810801,3368,108,1,3,6,1,1,3
2024,      336810801,3368,108,1,1,0,2,2,4
2024,      336811001,3368,110,1,0,10,2,1,5
2024,      336900301,3369,3,1,1,5,2,1,3
2024,      336901301,3369,13,1,3,5,2,1,2
2024,      336901401,3369,14,1,2,0,2,1,3
2024,      336901501,3369,15,1,0,2,2,1,4
2024,      336901601,3369,16,1,5,5,2,1,5
2024,      336903401,3369,34,1,3,5,2,1,5
2024,      336903501,3369,35,1,1,6,2,1,4
2024,      336917901,3369,179,1,0,1,1,1,5
2024,      336917901,3369,179,1,0,1,1,2,6
2024,      336917901,3369,179,1,5,5,1,3,7
2024,      336917901,3369,179,1,0,5,2,4,8
2024,      336918001,3369,180,1,3,3,2,1,4
2024,      336918301,3369,183,1,5,0,2,1,4
2024,      337000701,3370,7,1,3,8,2,1,3
2024,      337005101,3370,51,1,0,3,2,1,7
2024,      337005501,3370,55,1,0,8,2,1,3
2024,      337011201,3370,112,1,3,6,1,1,4
2024,      337011201,3370,112,1,1,6,2,2,6
2024,      337104001,3371,40,1,3,0,1,1,3
2024,      337104001,3371,40,1,0,1,2,2,4
2024,      337107001,3371,70,1,0,1,1,1,4
2024,      337107001,3371,70,1,0,1,2,2,6
2024,      337110301,3371,103,1,1,10,2,1,6
2024,      337211401,3372,114,1,2,5,1,1,2
2024,      337211401,3372,114,1,2,5,1,2,3
2024,      337211401,3372,114,1,2,5,2,3,4
2024,      337219401,3372,194,1,7,5,2,1,1
2024,      337506601,3375,66,1,0,1,2,1,9
2024,      337509001,3375,90,1,4,8,1,1,4
2024,      337509001,3375,90,1,4,0,2,2,5
2024,      337509701,3375,97,1,3,3,2,1,3
2024,      337510501,3375,105,1,0,3,1,1,3
2024,      337510501,3375,105,1,0,3,2,2,4
2024,      337600701,3376,7,1,0,5,1,1,3
2024,      337600701,3376,7,1,0,5,2,2,4
2024,      337604501,3376,45,1,1,5,2,1,4
2024,      337701101,3377,11,1,0,1,1,1,3
2024,      337701101,3377,11,1,0,1,2,2,5
2024,      337804301,3378,43,1,0,1,2,1,5
2024,      338001101,3380,11,1,1,5,2,1,4
2024,      338015101,3380,151,1,2,5,1,1,4
2024,      338015101,3380,151,1,2,5,1,2,5
2024,      338015101,3380,151,1,2,5,2,3,7
2024,      338100301,3381,3,1,0,7,1,1,3
2024,      338100301,3381,3,1,0,7,2,2,4
2024,      338106201,3381,62,1,0,4,2,1,3
2024,      338107101,3381,71,1,8,4,1,1,2
2024,      338107101,3381,71,1,4,4,2,2,3
2024,      338108701,3381,87,1,1,4,2,1,3
2024,      338113601,3381,136,1,0,4,2,1,4
2024,      338114501,3381,145,1,1,5,1,1,5
2024,      338114501,3381,145,1,1,5,1,2,7
2024,      338114501,3381,145,1,1,5,1,3,8
2024,      338114501,3381,145,1,1,5,1,4,10
2024,      338114501,3381,145,1,1,5,1,5,11
2024,      338114501,3381,145,1,0,5,1,6,13
2024,      338114501,3381,145,1,0,5,2,7,14
2024,      338404501,3384,45,1,3,5,1,1,2
2024,      338404501,3384,45,1,3,5,2,2,3
2024,      338409901,3384,99,1,1,6,2,1,4
2024,      338710401,3387,104,1,4,1,2,1,2
2024,      338710403,3387,104,3,2,0,2,1,4
2024,      338711901,3387,119,1,1,0,2,1,5
2024,      338717202,3387,172,2,5,1,2,1,3
2024,      338802801,3388,28,1,98,98,2,1,6
2024,      338810501,3388,105,1,2,5,1,1,2
2024,      338810501,3388,105,1,1,5,2,2,3
2024,      338901201,3389,12,1,1,3,1,1,3
2024,      338901201,3389,12,1,1,3,2,2,4
2024,      338910301,3389,103,1,3,2,2,1,3
2024,      339013301,3390,133,1,2,2,2,1,5
2024,      339306001,3393,60,1,3,6,2,1,2
2024,      339307201,3393,72,1,0,6,2,1,3
2024,      339500201,3395,2,1,0,1,2,1,4
2024,      339603601,3396,36,1,0,5,2,1,3
2024,      340000301,3400,3,1,1,0,2,1,4
2024,      340300601,3403,6,1,1,3,2,1,1
2024,      340405701,3404,57,1,1,0,2,1,6
2024,      340405801,3404,58,1,3,0,2,1,3
2024,      340408101,3404,81,1,2,0,2,1,2
2024,      340500701,3405,7,1,2,0,2,1,4
2024,      340501001,3405,10,1,0,7,2,1,4
2024,      340501901,3405,19,1,0,9,2,1,3
2024,      340509401,3405,94,1,4,0,2,1,3
2024,      340509501,3405,95,1,1,0,2,1,4
2024,      340509601,3405,96,1,0,4,1,1,4
2024,      340509601,3405,96,1,0,4,2,2,5
2024,      340604101,3406,41,1,1,4,2,1,6
2024,      340700401,3407,4,1,5,0,2,1,4
2024,      340702401,3407,24,1,0,1,2,1,3
2024,      340706801,3407,68,1,1,0,2,1,4
2024,      340709801,3407,98,1,1,0,2,1,4
2024,      340709901,3407,99,1,1,0,2,1,5
2024,      340804101,3408,41,1,1,3,2,1,6
2024,      340805801,3408,58,1,1,4,2,1,1
2024,      340902301,3409,23,1,1,6,2,1,6
2024,      340903501,3409,35,1,1,5,2,1,6
2024,      340903901,3409,39,1,1,6,2,1,6
2024,      340904901,3409,49,1,3,2,2,1,6
2024,      341001101,3410,11,1,0,2,2,1,2
2024,      341001301,3410,13,1,0,2,2,1,1
2024,      341002901,3410,29,1,3,6,2,1,5
2024,      341004801,3410,48,1,0,2,2,1,4
2024,      341005301,3410,53,1,0,2,2,1,3
2024,      341101801,3411,18,1,2,0,2,1,3
2024,      341102001,3411,20,1,1,6,2,1,3
2024,      341106201,3411,62,1,0,5,2,1,2
2024,      341210501,3412,105,1,2,0,1,1,3
2024,      341210501,3412,105,1,2,0,2,2,4
2024,      341305701,3413,57,1,3,0,1,1,3
2024,      341305701,3413,57,1,1,0,2,2,4
2024,      341403301,3414,33,1,0,1,2,1,3
2024,      341502501,3415,25,1,2,0,2,1,2
2024,      341505301,3415,53,1,1,0,2,1,4
2024,      341509401,3415,94,1,1,1,2,1,4
2024,      341603901,3416,39,1,0,6,2,1,4
2024,      341702801,3417,28,1,0,4,2,1,5
2024,      341703101,3417,31,1,0,1,2,1,1
2024,      341703501,3417,35,1,3,5,1,1,3
2024,      341703501,3417,35,1,1,6,2,2,4
2024,      341705801,3417,58,1,1,0,2,1,6
2024,      341706001,3417,60,1,3,0,2,1,4
2024,      341706101,3417,61,1,2,1,2,1,2
2024,      341706201,3417,62,1,1,6,2,1,4
2024,      341713901,3417,139,1,1,11,2,1,4
2024,      341714001,3417,140,1,3,10,2,1,4
2024,      341714201,3417,142,1,0,1,1,1,3
2024,      341714201,3417,142,1,1,2,2,2,4
2024,      341801401,3418,14,1,1,0,2,1,3
2024,      341801701,3418,17,1,2,10,2,1,4
2024,      341801901,3418,19,1,3,0,2,1,4
2024,      341803701,3418,37,1,0,10,2,1,3
2024,      341803901,3418,39,1,1,0,2,1,5
2024,      341804901,3418,49,1,2,0,2,1,5
2024,      341806201,3418,62,1,2,2,2,1,3
