ID1,HHID,QH91,QH93,QH95,QH96,QH96A,QH96M,QH96AC,QH97D,QH97M,QH97A,QH99,QH101,QH103,QH106,QHVIOLEN,QHCLUSTER,QHNUMBER,QHHOME
2024,      326202801,2,2,2, , , , , , , , ,2,2, ,0,3262,28,1
2024,      326203801, ,2,2, , , , , , , , ,2,2, ,0,3262,38,1
2024,      326204401, ,2,2, , , , , , , ,2,1,2,1,2,3262,44,1
2024,      326206601, ,2,2, , , , , , , , ,2,2, ,2,3262,66,1
2024,      326208101,2,2,1,1,2,0,2, , , , ,1,2, ,1,3262,81,1
2024,      326209001, ,2,2, , , , , , , , ,2,2,2,2,3262,90,1
2024,      326209501,2,2,1,1,5,0,2, , , , ,1,2, ,1,3262,95,1
2024,      326210401, ,2,1,2,10,0,2, , , , ,1,2,2,2,3262,104,1
2024,      326301001, ,2,2, , , , , , , ,1,2,2, ,0,3263,10,1
2024,      326301501, ,2,2, , , , , , , , ,2,2,2,3,3263,15,1
2024,      326301901, ,2,2, , , , , , , , ,1,2,2,1,3263,19,1
2024,      326303801,2,2,2, , , , , , , , ,1,2, ,2,3263,38,1
2024,      326304001, ,2,2, , , , , , , , ,2,2,2,2,3263,40,1
2024,      326307001, ,2,2, , , , , , , , ,1,2,2,3,3263,70,1
2024,      326307201, ,2,2, , , , , , , , ,2,2, ,1,3263,72,1
2024,      326308101, ,2,2, , , , , , , , ,2,2,2,2,3263,81,1
2024,      326308901, ,2,2, , , , , , , , ,2,2,2,2,3263,89,1
2024,      326402201, ,2,2, , , , , , , , ,2,2, ,0,3264,22,1
2024,      326402401,2,2,2, , , , , , , , ,2,2,2,4,3264,24,1
2024,      326402701,2,2,2, , , , , , , , ,1,2,2,2,3264,27,1
2024,      326410301, ,2,1,2,8,2,2, , , , ,2,2, ,2,3264,103,1
2024,      326410401, ,2,1,2,10,2,2, , , , ,1,2,2,2,3264,104,1
2024,      326410501,2,2,1,1,10,2,2, , , , ,1,2,2,2,3264,105,1
2024,      326410701, ,2,2, , , , , , , ,1,2,2, ,0,3264,107,1
2024,      326410801, ,2,1,2,9,2,2, , , , ,2,2, ,2,3264,108,1
2024,      326412001, ,2,1,2,10,2,2, , , , ,2,2,2,2,3264,120,1
2024,      326412501,2,2,2, , , , , , , , ,2,2,2,1,3264,125,1
2024,      326412601,2,2,1,2,1,2,2, , , , ,2,2,2,2,3264,126,1
2024,      326412701,2,2,1,1,12,2,2, , , , ,2,2,2,2,3264,127,1
2024,      326412801, ,2,1,1,2,2,2, , , , ,2,2,2,1,3264,128,1
2024,      326500701, ,2,1,2,5,0,2, , , , ,2,2,2,2,3265,7,1
2024,      326500801, ,2,2, , , , , , , , ,1,2,2,2,3265,8,1
2024,      326500901,2,2,2, , , , , , , , ,2,2,2,2,3265,9,1
2024,      326501101, ,2,1,2,6,0,2, , , , ,2,2, ,2,3265,11,1
2024,      326501601,2,2,2, , , , , , , , ,2,2,2,5,3265,16,1
2024,      326508901, ,2,1,1,10,2,2, , , , ,1,2, ,1,3265,89,1
2024,      326509001, ,2,2, , , , , , , ,1,2,2, ,0,3265,90,1
2024,      326509101, ,2,1,2,9,0,2, , , , ,2,2,2,2,3265,91,1
2024,      326509201,2,2,2, , , , , , , , ,1,2,2,3,3265,92,1
2024,      326513301, ,2,1,2,12,2,2, , , , ,1,2,2,2,3265,133,1
2024,      326513401,2,2,2, , , , , , , ,1,2,2, ,2,3265,134,1
2024,      326513601,2,2,2, , , , , , , , ,1,2,2,4,3265,136,1
2024,      326513701,2,2,2, , , , , , , , ,2,2, ,0,3265,137,1
2024,      326601501, ,2,2, , , , , , , , ,2,2, ,1,3266,15,1
2024,      326601601, ,2,1,2,1,0,2, , , , ,1,2,2,2,3266,16,1
2024,      326601701, ,2,1,2,1,10,2, , , , ,1,2,2,2,3266,17,1
2024,      326601801, ,2,2, , , , , , , , ,2,2, ,0,3266,18,1
2024,      326602001, ,2,1,1,1,11,2, , , , ,1,2,2,1,3266,20,1
2024,      326603101,2,2,2, , , , , , , , ,2,2, ,1,3266,31,1
2024,      326603201, ,2,2, , , , , , , , ,2,2, ,0,3266,32,1
2024,      326603301,2,2,2, , , , , , , , ,2,2, ,2,3266,33,1
2024,      326603401, ,2,2, , , , , , , ,2,2,2, ,0,3266,34,1
2024,      326603501,2,2,2, , , , , , , , ,2,2,2,2,3266,35,1
2024,      326614601,2,2,2, , , , , , , , ,1,2,2,2,3266,146,1
2024,      326614701,2,2,2, , , , , , , , ,2,2, ,0,3266,147,1
2024,      326614801, ,2,1,2,1,8,2, , , , ,1,2,2,2,3266,148,1
2024,      326614901,2,2,2, , , , , , , , ,2,2, ,0,3266,149,1
2024,      326615001, ,2,2, , , , , , , , ,2,2, ,0,3266,150,1
2024,      326702101,2,2,2, , , , , , , ,1,2,2, ,3,3267,21,1
2024,      326702201, ,2,1,2,13,4,2, , , , ,2,2, ,2,3267,22,1
2024,      326702301, ,2,2, , , , , , , , ,2,2, ,2,3267,23,1
2024,      326702701, ,2,2, , , , , , , , ,2,2, ,2,3267,27,1
2024,      326705201, ,2,2, , , , , , , ,1,2,2, ,0,3267,52,1
2024,      326705301,2,2,2, , , , , , , ,2,2,2,2,5,3267,53,1
2024,      326705401,2,2,1,2,13,4,2, , , , ,2,2, ,0,3267,54,1
2024,      326705501, ,2,2, , , , , , , , ,1,2,2,2,3267,55,1
2024,      326705601, ,2,2, , , , , , , , ,2,2, ,0,3267,56,1
2024,      326706201, ,2,2, , , , , , , ,1,2,2, ,0,3267,62,1
2024,      326706301, ,2,2, , , , , , , , ,2,2, ,3,3267,63,1
2024,      326706601, ,2,2, , , , , , , , ,2,2, ,0,3267,66,1
2024,      326706901,2,2,2, , , , , , , , ,2,1,2,3,3267,69,1
2024,      326707001, ,2,1,2,10,4,2, , , , ,2,2, ,2,3267,70,1
2024,      326802101,2,2,2, , , , , , , ,2,2,2, ,0,3268,21,1
2024,      326802201, ,2,2, , , , , , , ,2,2,2, ,0,3268,22,1
2024,      326802301, ,2,1,2,12,0,2, , , , ,2,2, ,2,3268,23,1
2024,      326802401,2,2,1,2,10,0,2, , , , ,1,2, ,3,3268,24,1
2024,      326802501, ,2,2, , , , , , , ,2,2,2, ,0,3268,25,1
2024,      326803201,2,2,2, , , , , , , , ,2,2, ,2,3268,32,1
2024,      326803301, ,2,2, , , , , , , , ,2,2,2,2,3268,33,1
2024,      326803401, ,2,2, , , , , , , , ,1,2,2,2,3268,34,1
2024,      326803501,2,2,2, , , , , , , , ,2,2, ,0,3268,35,1
2024,      326803901, ,2,2, , , , , , , , ,1,2,2,2,3268,39,1
2024,      326812201,2,2,2, , , , , , , , ,1,2,2,2,3268,122,1
2024,      326812701, ,2,2, , , , , , , ,1,2,2, ,0,3268,127,1
2024,      326812801, ,2,2, , , , , , , ,1,2,2, ,0,3268,128,1
2024,      326813101, ,2,2, , , , , , , , ,2,2,2,2,3268,131,1
2024,      326813301,2,2,2, , , , , , , , ,1,2,2,2,3268,133,1
2024,      326900201, ,2,1,2,9,3,2, , , , ,1,2,2,2,3269,2,1
2024,      326900501, ,2,2, , , , , , , , ,1,2, ,2,3269,5,1
2024,      326900701, ,2,1,1,13,3,2, , , , ,2,2, ,3,3269,7,1
2024,      326901801, ,2,2, , , , , , , , ,2,2, ,2,3269,18,1
2024,      326902001, ,2,2, , , , , , , ,1,2,1, ,0,3269,20,1
2024,      326902301, ,2,2, , , , , , , ,1,2,2, ,0,3269,23,1
2024,      326903101, ,2,2, , , , , , , , ,2,2, ,2,3269,31,1
2024,      326903401, ,2,2, , , , , , , , ,2,2, ,3,3269,34,1
2024,      326904101, ,2,1,2,3,2,2, , , , ,2,1, ,2,3269,41,1
2024,      326904201, ,2,1,2,0,4,2, , , , ,1,2,2,2,3269,42,1
2024,      326905201, ,2,2, , , , , , , ,2,2,2, ,0,3269,52,1
2024,      326905501, ,2,1,2,7,3,2, , , , ,2,2, ,2,3269,55,1
2024,      326905701, ,2,2, , , , , , , , ,2,2, ,0,3269,57,1
2024,      326906901, ,2,2, , , , , , , , ,2,2, ,0,3269,69,1
2024,      327001101, ,2,2, , , , , , , ,1,2,2, ,0,3270,11,1
2024,      327001401, ,2,1,2,13,2,2, , , , ,1,2,2,2,3270,14,1
2024,      327001901, ,2,2, , , , , , , , ,2,2, ,0,3270,19,1
2024,      327003401, ,2,2, , , , , , , ,1,2,2, ,0,3270,34,1
2024,      327004101, ,2,2, , , , , , , , ,2,2, ,1,3270,41,1
2024,      327004301, ,2,2, , , , , , , ,2,2,1, ,0,3270,43,1
2024,      327004801, ,2,2, , , , , , , , ,2,2, ,2,3270,48,1
2024,      327005501, ,2,2, , , , , , , , ,1,2,2,2,3270,55,1
2024,      327006401,2,2,2, , , , , , , , ,2,2, ,2,3270,64,1
2024,      327007401, ,2,2, , , , , , , ,1,2,2, ,0,3270,74,1
2024,      327007501, ,2,2, , , , , , , ,1,2,2, ,0,3270,75,1
2024,      327100201, ,2,2, , , , , , , , ,1,2,2,2,3271,2,1
2024,      327100301,2,2,2, , , , , , , , ,2,2, ,2,3271,3,1
2024,      327100701, ,2,2, , , , , , , ,1,1,2, ,3,3271,7,1
2024,      327102001, ,2,2, , , , , , , ,2,2,2, ,0,3271,20,1
2024,      327102601,2,2,2, , , , , , , , ,1,2,2,3,3271,26,1
2024,      327102901, ,2,2, , , , , , , , ,1,2,2,1,3271,29,1
2024,      327103101, ,2,2, , , , , , , ,2,1,2, ,4,3271,31,1
2024,      327104301, ,2,2, , , , , , , ,1,2,2, ,0,3271,43,1
2024,      327105501, ,2,2, , , , , , , ,1,2,2, ,0,3271,55,1
2024,      327105901, ,2,2, , , , , , , , ,2,2, ,0,3271,59,1
2024,      327106901, ,2,2, , , , , , , , ,1,2,2,2,3271,69,1
2024,      327108101, ,2,1,1,0,1,2, , , , ,1,2,2,1,3271,81,1
2024,      327108301, ,2,1,2,9,3,2, , , , ,1,2,2,2,3271,83,1
2024,      327108401, ,2,2, , , , , , , , ,2,2, ,0,3271,84,1
2024,      327200501, ,2,1,4,1,0,2, , , , ,1,2,1,2,3272,5,1
2024,      327203901,2,2,1,1,0,6,2, , , , ,2,2, ,0,3272,39,1
2024,      327204401,2,2,2, , , , , , , , ,2,2, ,3,3272,44,1
2024,      327205001, ,2,1,2,0,3,2, , , , ,1,2,2,2,3272,50,1
2024,      327205301, ,2,2, , , , , , , ,2,2,2, ,0,3272,53,1
2024,      327206401, ,2,2, , , , , , , , ,1,2,2,2,3272,64,1
2024,      327206701,2,2,2, , , , , , , , ,2,2, ,4,3272,67,1
2024,      327207201, ,2,2, , , , , , , , ,2,2, ,2,3272,72,1
2024,      327207501,2,2,1,3,0,2,2, , , , ,1,2,2,2,3272,75,1
2024,      327208701, ,2,2, , , , , , , ,1,2,2, ,0,3272,87,1
2024,      327209301, ,2,2, , , , , , , ,2,2,2, ,4,3272,93,1
2024,      327211401, ,2,1,2,4,0,2, , , , ,1,2,2,2,3272,114,1
2024,      327211701,2,2,2, , , , , , , , ,1,2,2,3,3272,117,1
2024,      327211801,2,2,2, , , , , , , , ,2,2, ,2,3272,118,1
2024,      327300601, ,2,1,2,10,4,2, , , , ,2,2, ,2,3273,6,1
2024,      327300701, ,2,1,2,10,4,2, , , , ,1,2,2,2,3273,7,1
2024,      327304101, ,2,1,1,10,4,2, , , , ,2,2, ,1,3273,41,1
2024,      327304201,2,2,2, , , , , , , , ,2,2,2,2,3273,42,1
2024,      327304301,2,2,2, , , , , , , , ,1,2, ,2,3273,43,1
2024,      327304401, ,2,2, , , , , , , ,1,2,2, ,0,3273,44,1
2024,      327304501, ,2,2, , , , , , , ,2,2,2, ,0,3273,45,1
2024,      327309001, ,2,1,2,1,4,2, , , , ,2,2, ,2,3273,90,1
2024,      327309101,2,2,1,1,1,4,2, , , , ,1,2,2,2,3273,91,1
2024,      327309301, ,2,2, , , , , , , , ,2,2, ,0,3273,93,1
2024,      327309401, ,2,1,2,1,4,2, , , , ,2,2,2,2,3273,94,1
2024,      327309501, ,2,1,2,6,4,2, , , , ,2,2, ,2,3273,95,1
2024,      327404901,2,2,1,2,0,5,2, , , , ,1,2,2,2,3274,49,1
2024,      327405001, ,2,2, , , , , , , , ,2,2, ,0,3274,50,1
2024,      327405101,2,2,1,2,2,5,2, , , , ,1,2, ,2,3274,51,1
2024,      327405201, ,2,2, , , , , , , ,1,2,2, ,0,3274,52,1
2024,      327405401, ,2,1,2,6,5,2, , , , ,2,2, ,2,3274,54,1
2024,      327406501,2,2,1,2,0,2,2, , , , ,1,2, ,2,3274,65,1
2024,      327406601, ,2,1,1,5,5,2, , , , ,1,2, ,1,3274,66,1
2024,      327406801, ,2,2, , , , , , , , ,2,2, ,0,3274,68,1
2024,      327406901, ,2,1,2,1,5,2, , , , ,2,2,2,2,3274,69,1
2024,      327407001, ,2,1,2,5,5,2, , , , ,2,2, ,2,3274,70,1
2024,      327410201, ,2,2, , , , , , , ,1,2,2, ,0,3274,102,1
2024,      327410301, ,2,1,2,3,5,2, , , , ,1,2,2,2,3274,103,1
2024,      327410401, ,2,2, , , , , , , , ,2,2, ,0,3274,104,1
2024,      327410501, ,2,2, , , , , , , , ,1,2,2,2,3274,105,1
2024,      327410601,2,2,2, , , , , , , , ,2,2, ,2,3274,106,1
2024,      327503401, ,2,2, , , , , , , , ,2,2,2,2,3275,34,1
2024,      327506501,2,2,2, , , , , , , ,2,2,2, ,3,3275,65,1
2024,      327507201,2,2,2, , , , , , , , ,2,2,2,3,3275,72,1
2024,      327507701, ,2,2, , , , , , , , ,2,2, ,2,3275,77,1
2024,      327508501,2,2,2, , , , , , , , ,2,2,2,1,3275,85,1
2024,      327513401,2,2,2, , , , , , , , ,2,2, ,2,3275,134,1
2024,      327513501, ,2,2, , , , , , , , ,2,2,2,2,3275,135,1
2024,      327600501, ,2,2, , , , , , , ,2,2,2, ,1,3276,5,1
2024,      327601001, ,2,2, , , , , , , ,2,2,2,2,3,3276,10,1
2024,      327603401, ,2,2, , , , , , , ,2,2,2, ,0,3276,34,1
2024,      327606801,2,2,2, , , , , , , ,2,2,2, ,5,3276,68,1
2024,      327607801, ,2,2, , , , , , , , ,2,2,2,2,3276,78,1
2024,      327608501, ,2,2, , , , , , , ,2,2,2,2,3,3276,85,1
2024,      327610901,2,2,2, , , , , , , , ,2,2,2,1,3276,109,1
2024,      327611401,2,2,2, , , , , , , , ,2,2,2,2,3276,114,1
2024,      327612101,2,2,2, , , , , , , , ,2,2,2,2,3276,121,1
2024,      327702601, ,2,2, , , , , , , , ,2,2, ,2,3277,26,1
2024,      327702901, ,2,2, , , , , , , , ,2,2, ,2,3277,29,1
2024,      327703201,2,2,2, , , , , , , ,2,2,2, ,0,3277,32,1
2024,      327703801, ,2,2, , , , , , , ,2,2,2,2,0,3277,38,1
2024,      327704001, ,2,2, , , , , , , , ,2,2,2,2,3277,40,1
2024,      327704501,2,2,1,3,1,2,2, , , , ,2,2,2,3,3277,45,1
2024,      327708801, ,2,2, , , , , , , , ,2,2,1,3,3277,88,1
2024,      327709201,2,2,2, , , , , , , , ,2,2, ,3,3277,92,1
2024,      327711501,2,2,2, , , , , , , , ,2,2,2,1,3277,115,1
2024,      327712801,2,2,2, , , , , , , , ,2,2, ,1,3277,128,1
2024,      327804001,2,2,2, , , , , , , , ,2,2,2,3,3278,40,1
2024,      327804201, ,2,2, , , , , , , , ,2,2,2,4,3278,42,1
2024,      327804701,2,2,2, , , , , , , , ,2,2, ,3,3278,47,1
2024,      327805901, ,2,2, , , , , , , , ,2,2,2,2,3278,59,1
2024,      327812301, ,2,2, , , , , , , ,2,2,2, ,4,3278,123,1
2024,      327814101,2,2,2, , , , , , , ,2,2,2,2,2,3278,141,1
2024,      327814601, ,2,2, , , , , , , ,2,2,2, ,0,3278,146,1
2024,      327815701,2,2,2, , , , , , , ,2,2,2, ,2,3278,157,1
2024,      327816701, ,2,2, , , , , , , , ,2,2, ,2,3278,167,1
2024,      327904901, ,2,2, , , , , , , , ,2,2,2,3,3279,49,1
2024,      327905001,2,2,2, , , , , , , , ,2,2, ,4,3279,50,1
2024,      327909301,2,2,2, , , , , , , , ,2,2, ,3,3279,93,1
2024,      327909801, ,2,2, , , , , , , ,2,2,2,2,5,3279,98,1
2024,      327910301,2,2,2, , , , , , , , ,2,2, ,3,3279,103,1
2024,      327911301, ,2,2, , , , , , , , ,2,2,2,4,3279,113,1
2024,      327913001, ,2,2, , , , , , , , ,2,2,2,2,3279,130,1
2024,      327913201,2,2,2, , , , , , , , ,2,2,2,2,3279,132,1
2024,      327913701, ,2,2, , , , , , , , ,2,2, ,3,3279,137,1
2024,      328000601, ,2,2, , , , , , , , ,2,2, ,2,3280,6,1
2024,      328003201,2,2,2, , , , , , , , ,2,2,2,2,3280,32,1
2024,      328004701, ,2,2, , , , , , , , ,2,2,2,2,3280,47,1
2024,      328005101,2,2,2, , , , , , , , ,2,2, ,8,3280,51,1
2024,      328006201,2,2,2, , , , , , , , ,2,2, ,4,3280,62,1
2024,      328007101, ,2,2, , , , , , , , ,2,2,2,2,3280,71,1
2024,      328008801, ,2,2, , , , , , , , ,2,2,2,2,3280,88,1
2024,      328009901, ,2,2, , , , , , , ,2,2,2, ,0,3280,99,1
2024,      328010501,2,2,2, , , , , , , , ,2,2, ,0,3280,105,1
2024,      328010701,2,2,2, , , , , , , , ,2,2,2,2,3280,107,1
2024,      328102601,2,2,2, , , , , , , , ,2,2, ,6,3281,26,1
2024,      328104701,2,2,2, , , , , , , , ,2,2,2,3,3281,47,1
2024,      328105101,2,2,2, , , , , , , , ,2,2, ,2,3281,51,1
2024,      328107501, ,2,2, , , , , , , , ,2,2,2,2,3281,75,1
2024,      328109401, ,2,2, , , , , , , ,1,2,2, ,0,3281,94,1
2024,      328110801, ,2,2, , , , , , , , ,2,2,2,2,3281,108,1
2024,      328111101,2,2,2, , , , , , , , ,2,2,2,2,3281,111,1
2024,      328111201,2,2,2, , , , , , , , ,2,2,1,2,3281,112,1
2024,      328111401,2,2,2, , , , , , , , ,2,2,2,2,3281,114,1
2024,      328200801, ,2,2, , , , , , , , ,2,2,2,2,3282,8,1
2024,      328200802, ,2,2, , , , , , , , ,2,2, ,1,3282,8,2
2024,      328200901,2,2,2, , , , , , , , ,2,2, ,1,3282,9,1
2024,      328202401, ,2,2, , , , , , , , ,2,2,2,1,3282,24,1
2024,      328203401, ,2,2, , , , , , , , ,2,2,2,2,3282,34,1
2024,      328203601, ,2,2, , , , , , , ,2,2,2, ,0,3282,36,1
2024,      328204201,2,2,2, , , , , , , , ,2,2, ,2,3282,42,1
2024,      328204701, ,2,2, , , , , , , , ,2,2,2,1,3282,47,1
2024,      328205101, ,2,2, , , , , , , , ,2,2,2,2,3282,51,1
2024,      328206601,2,2,2, , , , , , , , ,2,2, ,0,3282,66,1
2024,      328301401, ,2,1,2,0,3,2, , , , ,2,2,2,2,3283,14,1
2024,      328302101,2,2,2, , , , , , , , ,2,2,2,2,3283,21,1
2024,      328303401, ,2,2, , , , , , , , ,2,2,2,2,3283,34,1
2024,      328303901,2,2,2, , , , , , , , ,2,2, ,2,3283,39,1
2024,      328305401, ,2,2, , , , , , , , ,2,2,2,2,3283,54,1
2024,      328305901, ,2,2, , , , , , , , ,2,2,2,2,3283,59,1
2024,      328306101,2,2,2, , , , , , , , ,2,2, ,2,3283,61,1
2024,      328306301,2,2,2, , , , , , , , ,2,2, ,0,3283,63,1
2024,      328306901, ,2,2, , , , , , , , ,2,2, ,0,3283,69,1
2024,      328307501,2,2,2, , , , , , , , ,1,2,2,2,3283,75,1
2024,      328401101,2,2,2, , , , , , , , ,2,2,2,2,3284,11,1
2024,      328403401, ,2,2, , , , , , , ,2,2,2, ,2,3284,34,1
2024,      328403501, ,2,2, , , , , , , ,2,2,2, ,0,3284,35,1
2024,      328405601, ,2,2, , , , , , , ,2,2,2,2,5,3284,56,1
2024,      328407801, ,2,2, , , , , , , , ,2,2, ,0,3284,78,1
2024,      328409201, ,2,2, , , , , , , , ,2,2,2,2,3284,92,1
2024,      328409701, ,2,2, , , , , , , ,2,2,2,2,2,3284,97,1
2024,      328411401, ,2,2, , , , , , , ,2,2,2, ,2,3284,114,1
2024,      328412301, ,2,2, , , , , , , , ,2,2,2,2,3284,123,1
2024,      328500601,2,2,2, , , , , , , , ,2,2, ,3,3285,6,1
2024,      328501101, ,2,1,2,13,98,2, , , , ,1,2,2,2,3285,11,1
2024,      328502301, ,2,2, , , , , , , ,2,2,2, ,0,3285,23,1
2024,      328503801, ,2,2, , , , , , , ,1,2,2, ,0,3285,38,1
2024,      328504201, ,2,2, , , , , , , , ,2,2, ,0,3285,42,1
2024,      328504801, ,2,1,2,10,98,2, , , , ,2,2, ,2,3285,48,1
2024,      328505901, ,2,2, , , , , , , ,2,2,2, ,0,3285,59,1
2024,      328506501, ,2,2, , , , , , , , ,2,2, ,2,3285,65,1
2024,      328507401,2,2,2, , , , , , , , ,1,2, ,1,3285,74,1
2024,      328604001, ,2,2, , , , , , , , ,2,2,2,4,3286,40,1
2024,      328604201,2,2,2, , , , , , , ,1,2,2,2,4,3286,42,1
2024,      328604401, ,2,2, , , , , , , , ,2,2, ,2,3286,44,1
2024,      328605101, ,2,2, , , , , , , , ,2,2, ,0,3286,51,1
2024,      328605201,2,2,1,1,8,0,2, , , , ,1,2,2,2,3286,52,1
2024,      328606701,2,2,2, , , , , , , , ,1,2,2,1,3286,67,1
2024,      328607501, ,2,1,2,8,0,2, , , , ,1,2, ,2,3286,75,1
2024,      328608401,2,2,2, , , , , , , ,1,2,2, ,3,3286,84,1
2024,      328608701, ,2,2, , , , , , , , ,2,2, ,2,3286,87,1
2024,      328706701, ,2,2, , , , , , , , ,2,2, ,2,3287,67,1
2024,      328706801,2,2,2, , , , , , , , ,2,2, ,0,3287,68,1
2024,      328706901, ,2,2, , , , , , , , ,2,2, ,0,3287,69,1
2024,      328707001, ,2,2, , , , , , , , ,2,2, ,1,3287,70,1
2024,      328707101, ,2,2, , , , , , , ,2,2,2, ,0,3287,71,1
2024,      328707201, ,2,2, , , , , , , ,1,2,2, ,0,3287,72,1
2024,      328707401,2,2,1,3,0,2,2, , , , ,1,2,2,3,3287,74,1
2024,      328712001, ,2,2, , , , , , , ,1,1,2, ,0,3287,120,1
2024,      328712101, ,2,2, , , , , , , ,2,1,2, ,0,3287,121,1
2024,      328712301,2,2,1,1,7,3,2, , , , ,2,2, ,1,3287,123,1
2024,      328712401,2,2,2, , , , , , , ,2,1,1,2,2,3287,124,1
