ID1,HHID,QHCLUSTER,QHNUMBER,QHHOME,PS109_1R,PS109_1A,PS109_1M,PS109_1S,PS7,HVIDX
2024,      330317001,3303,170,1,1,7,3,1,1,3
2024,      330317001,3303,170,1,1,1,3,2,2,4
2024,      330317401,3303,174,1,1,6,3,1,1,3
2024,      330317401,3303,174,1,1,2,3,2,2,4
2024,      330401801,3304,18,1,1,4,3,1,1,4
2024,      330401801,3304,18,1,1,2,3,2,2,5
2024,      330404201,3304,42,1,1,7,3,2,1,5
2024,      330404401,3304,44,1,1,0,2,2,1,4
2024,      330409501,3304,95,1,1,7,3,2,1,3
2024,      330409901,3304,99,1,1,0,3,2,1,4
2024,      330505701,3305,57,1,1,6,3,2,1,3
2024,      330506101,3305,61,1,1,5,3,2,1,6
2024,      330506201,3305,62,1,1,1,3,2,1,6
2024,      330506501,3305,65,1,1,5,3,2,1,3
2024,      330507301,3305,73,1,1,1,3,2,1,3
2024,      330507401,3305,74,1,1,2,3,2,1,3
2024,      330507601,3305,76,1,1,7,3,1,1,3
2024,      330507601,3305,76,1,1,5,3,2,2,4
2024,      330518601,3305,186,1,1,6,3,2,1,4
2024,      330518701,3305,187,1,1,0,3,2,1,2
2024,      330518801,3305,188,1,1,8,3,1,1,3
2024,      330518801,3305,188,1,1,0,3,2,2,4
2024,      330518901,3305,189,1,1,5,3,1,1,4
2024,      330518901,3305,189,1,1,0,3,2,2,5
2024,      330600401,3306,4,1,1,5,0,2,1,3
2024,      330604801,3306,48,1,1,8,1,2,1,4
2024,      331000601,3310,6,1,1,8,2,1,1,3
2024,      331000601,3310,6,1,1,5,2,1,2,4
2024,      331000601,3310,6,1,1,4,2,1,3,5
2024,      331000601,3310,6,1,1,0,2,2,4,6
2024,      331000901,3310,9,1,1,4,2,1,1,3
2024,      331000901,3310,9,1,1,1,2,2,2,4
2024,      331001801,3310,18,1,1,6,2,1,1,4
2024,      331001801,3310,18,1,1,4,2,2,2,5
2024,      331002101,3310,21,1,1,8,2,2,1,4
2024,      331200601,3312,6,1,2, , ,2,1,4
2024,      331501001,3315,10,1,1,1,2,2,1,8
2024,      331501801,3315,18,1,1,0,1,2,1,3
2024,      331510102,3315,101,2,1,1,1,2,1,3
2024,      331800201,3318,2,1,1,2,3,2,1,4
2024,      331802501,3318,25,1,1,6,3,1,1,3
2024,      331802501,3318,25,1,1,2,3,2,2,4
2024,      331817001,3318,170,1,1,6,3,2,1,5
2024,      331909101,3319,91,1,1,0,2,2,1,4
2024,      332001401,3320,14,1,1,0,1,2,1,3
2024,      332004101,3320,41,1,1,3,3,1,1,2
2024,      332004101,3320,41,1,1,0,3,2,2,3
2024,      332004701,3320,47,1,2, , ,2,1,4
2024,      332005301,3320,53,1,1,6,1,2,1,3
2024,      332101401,3321,14,1,1,1,3,2,1,3
2024,      332310701,3323,107,1,2, , ,1,1,3
2024,      332310701,3323,107,1,2, , ,2,2,4
2024,      332400301,3324,3,1,1,7,3,2,1,4
2024,      332400901,3324,9,1,1,1,3,1,1,3
2024,      332400901,3324,9,1,1,4,3,2,2,6
2024,      332402101,3324,21,1,2, , ,1,1,3
2024,      332402101,3324,21,1,1,0,3,1,2,4
2024,      332402101,3324,21,1,2, , ,1,3,6
2024,      332402101,3324,21,1,1,1,3,2,4,7
2024,      332402601,3324,26,1,1,1,3,2,1,4
2024,      332403101,3324,31,1,1,0,3,2,1,5
2024,      332405001,3324,50,1,1,1,3,2,1,4
2024,      332406701,3324,67,1,1,4,3,1,1,5
2024,      332406701,3324,67,1,1,0,3,2,2,6
2024,      332709701,3327,97,1,1,0,4,2,1,3
2024,      332800301,3328,3,1,1,1,1,1,1,3
2024,      332800301,3328,3,1,2, , ,2,2,4
2024,      332800801,3328,8,1,1,0,2,2,1,3
2024,      332801001,3328,10,1,1,7,1,1,1,6
2024,      332801001,3328,10,1,1,6,1,1,2,7
2024,      332801001,3328,10,1,1,0,1,2,3,8
2024,      332802401,3328,24,1,1,2,1,1,1,3
2024,      332802401,3328,24,1,1,2,1,2,2,4
2024,      332808501,3328,85,1,1,0,1,2,1,4
2024,      332900801,3329,8,1,1,9,3,2,1,4
2024,      332903501,3329,35,1,1,0,3,2,1,3
2024,      332904801,3329,48,1,1,7,3,1,1,3
2024,      332904801,3329,48,1,1,5,3,1,2,4
2024,      332904801,3329,48,1,1,4,3,2,3,5
2024,      332906201,3329,62,1,2, , ,2,1,4
2024,      332906601,3329,66,1,1,6,3,2,1,4
2024,      332907201,3329,72,1,1,5,3,1,1,4
2024,      332907201,3329,72,1,1,4,3,2,2,5
2024,      332910701,3329,107,1,1,3,3,1,1,4
2024,      332910701,3329,107,1,1,0,3,2,2,7
2024,      333000901,3330,9,1,1,0,3,2,1,3
2024,      333003301,3330,33,1,1,3,2,1,1,3
2024,      333003301,3330,33,1,1,0,2,2,2,4
2024,      333005001,3330,50,1,1,3,1,1,1,3
2024,      333005001,3330,50,1,1,3,1,2,2,4
2024,      333005401,3330,54,1,1,4,2,2,1,6
2024,      333006301,3330,63,1,1,6,1,1,1,3
2024,      333006301,3330,63,1,1,5,1,1,2,4
2024,      333006301,3330,63,1,1,1,1,2,3,5
2024,      333006601,3330,66,1,1,3,1,2,1,4
2024,      333011601,3330,116,1,1,0,2,2,1,4
2024,      333012601,3330,126,1,1,4,2,1,1,3
2024,      333012601,3330,126,1,1,3,2,2,2,4
2024,      333307201,3333,72,1,1,4,1,1,1,3
2024,      333307201,3333,72,1,1,0,1,2,2,4
2024,      333401201,3334,12,1,1,2,0,2,1,4
2024,      333403701,3334,37,1,1,4,0,2,1,4
2024,      333403801,3334,38,1,1,1,0,2,1,3
2024,      333404601,3334,46,1,1,1,0,1,1,3
2024,      333404601,3334,46,1,1,7,0,2,2,4
2024,      333406701,3334,67,1,1,5,0,2,1,4
2024,      333408801,3334,88,1,1,7,0,1,1,2
2024,      333408801,3334,88,1,1,3,0,1,2,3
2024,      333408801,3334,88,1,1,0,1,2,3,4
2024,      333409901,3334,99,1,1,5,0,2,1,4
2024,      333410901,3334,109,1,1,7,0,1,1,5
2024,      333410901,3334,109,1,1,1,0,2,2,6
2024,      333411101,3334,111,1,1,4,0,1,1,3
2024,      333411101,3334,111,1,1,0,1,2,2,4
2024,      333600201,3336,2,1,1,2,3,2,1,3
2024,      333600701,3336,7,1,1,0,3,2,1,2
2024,      333602301,3336,23,1,1,6,3,2,1,3
2024,      333604101,3336,41,1,1,3,3,2,1,3
2024,      333608701,3336,87,1,1,8,3,1,1,3
2024,      333608701,3336,87,1,1,5,3,1,2,4
2024,      333608701,3336,87,1,1,1,3,2,3,5
2024,      333610801,3336,108,1,1,1,3,1,1,3
2024,      333610801,3336,108,1,1,7,3,2,2,5
2024,      333703201,3337,32,1,1,1,1,2,1,3
2024,      333703301,3337,33,1,1,2,1,2,1,3
2024,      333704901,3337,49,1,1,3,1,2,1,4
2024,      333707601,3337,76,1,1,2,1,1,1,3
2024,      333707601,3337,76,1,1,2,1,2,2,4
2024,      333709101,3337,91,1,1,0,1,2,1,3
2024,      333800901,3338,9,1,2, , ,2,1,4
2024,      333802901,3338,29,1,2, , ,2,1,4
2024,      333805401,3338,54,1,1,1,1,2,1,3
2024,      334000601,3340,6,1,1,4,1,2,1,3
2024,      334002301,3340,23,1,1,6,0,2,1,3
2024,      334004601,3340,46,1,1,1,0,2,1,3
2024,      334007101,3340,71,1,1,6,1,2,1,3
2024,      334009701,3340,97,1,1,6,0,1,1,3
2024,      334009701,3340,97,1,1,1,1,2,2,4
2024,      334100101,3341,1,1,1,7,1,2,1,5
2024,      334101701,3341,17,1,1,6,1,2,1,3
2024,      334102401,3341,24,1,1,4,1,1,1,4
2024,      334102401,3341,24,1,1,2,1,2,2,5
2024,      334104301,3341,43,1,1,1,1,1,1,2
2024,      334104301,3341,43,1,1,8,1,2,2,4
2024,      334104801,3341,48,1,1,7,1,1,1,3
2024,      334104801,3341,48,1,1,2,1,2,2,4
2024,      334202001,3342,20,1,1,1,2,2,1,2
2024,      334203101,3342,31,1,1,6,2,1,1,3
2024,      334203101,3342,31,1,1,3,2,2,2,4
2024,      334203901,3342,39,1,1,4,2,1,1,4
2024,      334203901,3342,39,1,1,0,2,2,2,5
2024,      334204401,3342,44,1,1,8,2,1,1,4
2024,      334204401,3342,44,1,1,0,2,2,2,5
2024,      334205801,3342,58,1,1,0,2,2,1,3
2024,      334205901,3342,59,1,1,5,2,2,1,3
2024,      334207701,3342,77,1,1,7,2,1,1,3
2024,      334207701,3342,77,1,1,3,2,2,2,4
2024,      334207901,3342,79,1,1,5,2,1,1,4
2024,      334207901,3342,79,1,1,0,2,2,2,5
2024,      334300301,3343,3,1,1,1,3,2,1,2
2024,      334304001,3343,40,1,1,0,3,2,1,3
2024,      334304601,3343,46,1,1,1,3,2,1,5
2024,      334306601,3343,66,1,1,8,3,1,1,3
2024,      334306601,3343,66,1,1,2,3,2,2,4
2024,      334308201,3343,82,1,1,8,3,2,1,4
2024,      334308601,3343,86,1,1,5,3,2,1,3
2024,      334400601,3344,6,1,1,2,1,2,1,3
2024,      334402801,3344,28,1,1,3,1,1,1,3
2024,      334402801,3344,28,1,1,1,1,2,2,4
2024,      334404101,3344,41,1,1,0,1,2,1,3
2024,      334406101,3344,61,1,1,8,1,1,1,4
2024,      334406101,3344,61,1,1,5,1,2,2,5
2024,      334406601,3344,66,1,1,7,1,1,1,3
2024,      334406601,3344,66,1,1,1,1,2,2,4
2024,      334406801,3344,68,1,1,1,1,2,1,4
2024,      334408001,3344,80,1,1,8,0,2,1,2
2024,      334601201,3346,12,1,1,1,3,1,1,3
2024,      334601201,3346,12,1,1,7,3,2,2,4
2024,      334601301,3346,13,1,1,5,3,1,1,3
2024,      334601301,3346,13,1,1,1,2,2,2,4
2024,      334607701,3346,77,1,1,6,3,2,1,3
2024,      334607801,3346,78,1,1,6,3,2,1,3
2024,      334608101,3346,81,1,1,2,3,2,1,3
2024,      334608201,3346,82,1,1,5,3,1,1,4
2024,      334608201,3346,82,1,1,1,3,2,2,5
2024,      334608301,3346,83,1,1,8,3,1,1,4
2024,      334608301,3346,83,1,1,0,3,2,2,5
2024,      334608601,3346,86,1,1,3,3,2,1,3
2024,      334702501,3347,25,1,1,5,3,2,1,4
2024,      334703101,3347,31,1,1,7,3,1,1,3
2024,      334703101,3347,31,1,1,4,3,2,2,4
2024,      334703301,3347,33,1,1,7,3,1,1,4
2024,      334703301,3347,33,1,1,5,3,2,2,5
2024,      334711301,3347,113,1,1,2,3,2,1,3
2024,      334711401,3347,114,1,1,6,3,2,1,4
2024,      334711501,3347,115,1,1,5,3,2,1,4
2024,      334711601,3347,116,1,1,7,3,2,1,4
2024,      334711701,3347,117,1,1,4,3,2,1,3
2024,      334802101,3348,21,1,1,5,2,2,1,3
2024,      334802201,3348,22,1,1,7,2,2,1,3
2024,      334804501,3348,45,1,1,7,2,2,1,3
2024,      334902101,3349,21,1,1,1,1,2,1,3
2024,      334902301,3349,23,1,1,0,1,2,1,4
2024,      334902501,3349,25,1,1,5,1,2,1,5
2024,      334902601,3349,26,1,1,3,1,2,1,5
2024,      334903701,3349,37,1,1,7,1,1,1,3
2024,      334903701,3349,37,1,1,5,1,2,2,4
2024,      334904501,3349,45,1,1,7,1,1,1,3
2024,      334904501,3349,45,1,1,4,1,1,2,4
2024,      334904501,3349,45,1,1,2,1,2,3,5
2024,      334904901,3349,49,1,1,0,1,2,1,3
2024,      334905001,3349,50,1,1,5,1,2,1,3
2024,      334905801,3349,58,1,1,6,1,2,1,5
2024,      335001801,3350,18,1,1,1,0,2,1,3
2024,      335101201,3351,12,1,1,2,3,2,1,2
2024,      335107501,3351,75,1,1,1,0,2,1,3
2024,      335300701,3353,7,1,1,4,0,2,1,5
2024,      335301601,3353,16,1,1,4,0,2,1,4
2024,      335302201,3353,22,1,1,6,0,2,1,3
2024,      335306101,3353,61,1,1,7,0,1,1,4
2024,      335306101,3353,61,1,1,4,0,1,2,5
2024,      335306101,3353,61,1,1,3,0,2,3,6
2024,      335407501,3354,75,1,2, , ,2,1,5
2024,      335505501,3355,55,1,2, , ,2,1,4
2024,      335508401,3355,84,1,2, , ,2,1,4
2024,      335512501,3355,125,1,1,0,3,2,1,6
2024,      335514801,3355,148,1,1,1,3,1,1,3
2024,      335514801,3355,148,1,2, , ,2,2,6
2024,      335515201,3355,152,1,2, , ,1,1,3
2024,      335515201,3355,152,1,1,0,3,2,2,4
2024,      335601301,3356,13,1,1,3,2,1,1,3
2024,      335601301,3356,13,1,1,1,2,2,2,4
2024,      335601601,3356,16,1,1,0,2,2,1,3
2024,      335602801,3356,28,1,1,7,2,1,1,4
2024,      335602801,3356,28,1,1,0,2,2,2,5
2024,      335605201,3356,52,1,1,0,2,1,1,3
2024,      335605201,3356,52,1,1,6,2,2,2,4
2024,      335608901,3356,89,1,1,5,2,1,1,4
2024,      335608901,3356,89,1,1,2,2,1,2,5
2024,      335608901,3356,89,1,1,1,2,1,3,6
2024,      335608901,3356,89,1,1,1,2,2,4,7
2024,      335610001,3356,100,1,1,1,2,2,1,3
2024,      335815601,3358,156,1,2, , ,2,1,3
2024,      335818501,3358,185,1,1,0,9,2,1,5
2024,      335904701,3359,47,1,1,8,2,1,1,3
2024,      335904701,3359,47,1,1,1,2,2,2,4
2024,      335909901,3359,99,1,1,5,2,1,1,2
2024,      335909901,3359,99,1,1,1,2,2,2,3
2024,      335912701,3359,127,1,1,7,2,2,1,5
2024,      336101701,3361,17,1,1,1,1,2,1,6
2024,      336109001,3361,90,1,1,1,1,2,1,2
2024,      336200201,3362,2,1,1,5,2,2,1,4
2024,      336200501,3362,5,1,1,7,2,2,1,4
2024,      336208301,3362,83,1,1,7,2,1,1,4
2024,      336208301,3362,83,1,1,6,2,2,2,5
2024,      336212601,3362,126,1,1,8,2,1,1,3
2024,      336212601,3362,126,1,1,5,2,2,2,4
2024,      336212801,3362,128,1,1,6,2,2,1,3
2024,      336212901,3362,129,1,1,7,2,2,1,5
2024,      336213001,3362,130,1,1,6,2,2,1,3
2024,      336300601,3363,6,1,1,7,2,2,1,4
2024,      336301001,3363,10,1,1,1,2,2,1,3
2024,      336302201,3363,22,1,1,7,2,1,1,4
2024,      336302201,3363,22,1,1,4,2,2,2,5
2024,      336302401,3363,24,1,1,2,2,2,1,3
2024,      336304301,3363,43,1,1,8,2,2,1,3
2024,      336308601,3363,86,1,1,7,2,2,1,3
2024,      336405201,3364,52,1,1,1,2,2,1,3
2024,      336405301,3364,53,1,1,7,2,1,1,3
2024,      336405301,3364,53,1,1,3,2,2,2,4
2024,      336405601,3364,56,1,1,0,2,2,1,3
2024,      336406401,3364,64,1,1,0,2,2,1,3
2024,      336406501,3364,65,1,1,2,2,2,1,3
2024,      336406701,3364,67,1,1,1,2,2,1,5
2024,      336406801,3364,68,1,1,9,2,2,1,3
2024,      336500101,3365,1,1,1,4,3,2,1,4
2024,      336500401,3365,4,1,1,2,3,2,1,3
2024,      336500501,3365,5,1,1,8,3,1,1,3
2024,      336500501,3365,5,1,1,0,3,2,2,4
2024,      336507901,3365,79,1,1,4,3,1,1,3
2024,      336507901,3365,79,1,1,3,3,2,2,4
2024,      336509501,3365,95,1,1,7,3,2,1,7
2024,      336509701,3365,97,1,1,8,3,1,1,4
2024,      336509701,3365,97,1,1,6,3,2,2,5
2024,      336509801,3365,98,1,1,4,3,2,1,4
2024,      336700601,3367,6,1,1,8,2,2,1,4
2024,      336701001,3367,10,1,1,7,3,2,1,4
2024,      336701401,3367,14,1,1,6,2,2,1,4
2024,      336708501,3367,85,1,1,4,2,2,1,3
2024,      336708601,3367,86,1,1,5,3,1,1,3
2024,      336708601,3367,86,1,1,0,3,2,2,4
2024,      336710501,3367,105,1,1,5,2,2,1,6
2024,      336900301,3369,3,1,1,0,3,2,1,3
2024,      336901301,3369,13,1,1,0,3,2,1,2
2024,      336901401,3369,14,1,1,0,3,2,1,3
2024,      336901501,3369,15,1,1,1,3,2,1,4
2024,      336901601,3369,16,1,1,6,3,1,1,4
2024,      336901601,3369,16,1,1,2,3,2,2,5
2024,      336901701,3369,17,1,1,7,3,1,1,5
2024,      336901701,3369,17,1,1,3,3,2,2,6
2024,      336903401,3369,34,1,1,6,3,1,1,4
2024,      336903401,3369,34,1,1,2,3,2,2,5
2024,      336917901,3369,179,1,1,7,3,1,1,5
2024,      336917901,3369,179,1,1,5,3,1,2,6
2024,      336917901,3369,179,1,1,2,3,2,3,7
2024,      336918001,3369,180,1,1,5,3,1,1,3
2024,      336918001,3369,180,1,1,3,3,1,2,4
2024,      336918001,3369,180,1,1,1,3,2,3,5
